adm1_name,adm2_name,mkt_name,c_maize_price,c_rice_price,c_sorghum_price,c_oil_price,c_food_price_index,Date,Population,Climate_Temperature,Climate_Precipitation,Climate_Humidity,Conflict_Critical,Conflict_Heightened,Conflict_Typical,Drought_NDVI_Critical,Drought_NDVI_Heightened,Drought_NDVI_Typical,Drought_rainfall_Critical,Drought_rainfall_Heightened,Drought_rainfall_Typical,Exchange_rates_Critical,Exchange_rates_Heightened,Exchange_rates_Typical,Food_prices_Critical,Food_prices_Heightened,Food_prices_Typical,Fuel_prices_Critical,Fuel_prices_Heightened,Fuel_prices_Typical,GLM_Estimated_population_living_in_areas_at_risk,GLM_Percentage_of_population_living_in_areas_at_risk,Heavy_rainfall_Critical,Heavy_rainfall_Heightened,Heavy_rainfall_Typical,ALCOHOLIC_BEVERAGES_TOBACCO_AND_NARCOTICS,ALL_GROUPS,CLOTHING_AND_FOOTWEAR,COMMUNICATION,EDUCATION,FOOD_AND_NON_ALCOHOLIC_BEVERAGES,FURNISHINGS_HOUSEHOLD_EQUIPMENT_AND_ROUTINE_MAINTENANCE_OF_THE_HOUSE,HEALTH,HOUSING_WATER_ELECTRICITY_GAS_AND_OTHER_FUELS,MISCELLANEOUS_GOODS_AND_SERVICES,RECREATION_AND_CULTURE,RESTAURANTS_AND_HOTELS,TRANSPORT,Exchange_Rate,"GDP_per_capita,_US_Dollars",Government_final_consumption,Gross_fixed_capital_formation,Household_final_consumption,Minus:_Imports_of_goods_and_services
Awdal,Borama,Borama,5387.38,7300.0,3566.93,36498.85,0.66,2019-02-01,367234.0,21.85,0.04,57.27,,24.0,50.0,3.0,1.0,70.0,,7.0,74.0,,,74.0,,11.0,63.0,5.0,15.0,54.0,4931908.914,0.3177,,,74.0,1.725239155,110.7476481,5.5256586395500005,2.70644559332,4.0616587399999995,51.8628944974,3.0619546390900005,5.91345251,25.099689321,2.98185975482,1.02794082,2.699416166,4.08143825232,24476.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Awdal,Borama,Borama,6000.0,7000.0,4148.03,35804.5,0.66,2019-03-01,367234.0,24.21,0.23,53.35,,19.0,55.0,3.0,1.0,70.0,,,74.0,,,74.0,,6.0,68.0,4.0,13.0,57.0,4643036.35,0.299,,,74.0,1.77423755875,110.7915774,5.605480192430001,2.70644559332,4.278471428,51.58260348384,3.0559573363600006,5.909881225,25.092224059280003,2.9815301497499997,1.023891924,2.699416166,4.08143825232,24467.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Awdal,Borama,Borama,6000.0,7100.0,4627.88,36455.64,0.67,2019-04-01,367234.0,25.79,0.37,52.1,,7.0,67.0,1.0,4.0,69.0,3.0,29.0,42.0,,,74.0,,6.0,68.0,3.0,14.0,57.0,4067831.635,0.262,,,74.0,1.7965095612500002,114.8903218,5.664430539960001,2.70644559332,4.278471428,55.44069563184,3.0559573363600006,5.909881225,25.208813725040002,3.00053864042,1.0233762419999999,2.699416166,4.105785722869999,24472.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Awdal,Borama,Borama,6000.0,7100.0,4627.88,36455.64,0.67,2019-04-01,673264.0,25.79,0.37,52.1,,7.0,67.0,1.0,4.0,69.0,3.0,29.0,42.0,,,74.0,,6.0,68.0,3.0,14.0,57.0,4067831.635,0.262,,,74.0,1.7965095612500002,114.8903218,5.664430539960001,2.70644559332,4.278471428,55.44069563184,3.0559573363600006,5.909881225,25.208813725040002,3.00053864042,1.0233762419999999,2.699416166,4.105785722869999,24472.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Awdal,Borama,Borama,6200.0,7250.0,5250.0,36921.6,0.69,2019-05-01,367234.0,26.15,0.12,49.68,2.0,9.0,63.0,1.0,4.0,69.0,5.0,8.0,66.0,,,74.0,,5.0,69.0,4.0,10.0,60.0,3916001.163,0.2522,,11.0,63.0,1.7965095612500002,116.8103854,6.111437465240001,2.69706505908,4.237182376,57.6179232724,3.0825203911300005,5.925960440000001,24.41756691502,2.9902218003499996,1.023082699,2.771738356,4.13917702757,24663.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Awdal,Borama,Borama,6200.0,7250.0,5250.0,36921.6,0.69,2019-05-01,673264.0,26.15,0.12,49.68,2.0,9.0,63.0,1.0,4.0,69.0,5.0,8.0,66.0,,,74.0,,5.0,69.0,4.0,10.0,60.0,3916001.163,0.2522,,11.0,63.0,1.7965095612500002,116.8103854,6.111437465240001,2.69706505908,4.237182376,57.6179232724,3.0825203911300005,5.925960440000001,24.41756691502,2.9902218003499996,1.023082699,2.771738356,4.13917702757,24663.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Awdal,Borama,Borama,6146.69,6770.0,5000.0,36312.5,0.67,2019-06-01,367234.0,25.25,4.34,55.52,2.0,11.0,61.0,,4.0,70.0,1.0,11.0,62.0,,,74.0,,6.0,68.0,3.0,13.0,58.0,4408635.19,0.2839,3.0,8.0,66.0,1.7409042262500003,117.0093358,6.111437465240001,2.6753054120799997,4.237182376,58.797256564639994,3.0148845348300006,5.925960440000001,23.82192865729,2.9149593934699998,1.011547022,2.6884636719999997,4.069506104299999,25012.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Awdal,Borama,Borama,6146.69,6770.0,5000.0,36312.5,0.67,2019-06-01,673264.0,25.25,4.34,55.52,2.0,11.0,61.0,,4.0,70.0,1.0,11.0,62.0,,,74.0,,6.0,68.0,3.0,13.0,58.0,4408635.19,0.2839,3.0,8.0,66.0,1.7409042262500003,117.0093358,6.111437465240001,2.6753054120799997,4.237182376,58.797256564639994,3.0148845348300006,5.925960440000001,23.82192865729,2.9149593934699998,1.011547022,2.6884636719999997,4.069506104299999,25012.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Awdal,Borama,Borama,6171.78,6666.0,5610.0,36458.19,0.68,2019-07-01,673264.0,25.6,0.24,50.48,1.0,19.0,54.0,1.0,3.0,74.0,5.0,4.0,65.0,,,74.0,,9.0,65.0,4.0,13.0,57.0,4762643.231,0.3067,,,74.0,1.7342243924999998,116.362748,6.06598967989,2.69706505908,4.237182376,57.824174645599996,3.0094265572000003,5.94587961,24.22320524956,2.93091651031,0.9784337734,2.683851438,4.03239874076,25075.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Awdal,Borama,Borama,6250.0,6684.26,4992.23,35828.23,0.67,2019-08-01,673264.0,25.08,2.4,51.75,,18.0,56.0,2.0,4.0,74.0,4.0,4.0,66.0,,,74.0,,6.0,68.0,5.0,14.0,55.0,4276652.681,0.2754,,,74.0,1.80772023125,115.4121572,6.104287551620001,2.69706505908,4.237182376,56.64531759112,3.0094265572000003,5.94587961,24.22320524956,2.93091651031,0.9829412953000001,2.683851438,4.14436378226,25313.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Awdal,Borama,Borama,6250.0,6500.0,4536.28,35646.61,0.66,2019-09-01,673264.0,24.41,6.84,59.03,,12.0,62.0,1.0,1.0,73.0,6.0,5.0,63.0,,,74.0,,6.0,68.0,6.0,10.0,58.0,5518974.493,0.3555,,2.0,72.0,1.83687962,116.0685162,6.066103780410001,2.69706505908,4.237182376,57.42532906667999,3.00926983736,5.94587961,24.18992667042,2.88816049663,0.9730034071,2.717601438,4.0821148693,25414.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Awdal,Borama,Borama,6000.0,6700.0,4300.0,35619.38,0.65,2019-10-01,673264.0,19.67,7.33,74.68,,6.0,68.0,1.0,1.0,73.0,4.0,2.0,68.0,,74.0,,,1.0,73.0,11.0,3.0,60.0,7847804.798,0.5055,9.0,28.0,37.0,1.7769510000000002,116.247411,6.070145179180001,2.69706505908,4.309887104,57.41375695871999,3.0095217060200006,5.94587961,24.18992667042,2.90922386194,0.9845059622,2.772157256,4.16839062562,25701.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Awdal,Borama,Borama,6000.0,6559.36,4000.0,35443.49,0.65,2019-11-01,673264.0,19.67,1.07,74.87,,7.0,67.0,1.0,,73.0,2.0,3.0,69.0,,74.0,74.0,1.0,1.0,73.0,5.0,7.0,62.0,9575058.55,0.6167,2.0,26.0,46.0,1.7769510000000002,116.1048199,6.070145179180001,2.69706505908,4.309887104,57.34219468472,3.0095217060200006,5.94587961,24.17303478695,2.90922386194,0.9845059622,2.718020338,4.16839062562,25773.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Awdal,Borama,Borama,5989.34,6368.16,3719.77,35599.01,0.64,2019-12-01,673264.0,18.5,0.92,69.62,,13.0,61.0,,1.0,73.0,2.0,,72.0,,74.0,74.0,1.0,1.0,73.0,3.0,7.0,64.0,8467954.357,0.5454,2.0,4.0,68.0,1.7769510000000002,114.6355956,6.070145179180001,2.69706505908,4.309887104,55.859120273239995,3.0101277677300007,5.956748325,24.17303478695,2.9115991978799998,0.9845059622,2.718020338,4.16839062562,25882.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Awdal,Borama,Borama,6000.0,6130.95,3500.0,34617.14,0.62,2020-01-01,724573.0,18.69,0.17,69.96,,7.0,67.0,,1.0,73.0,,2.0,72.0,,74.0,74.0,,2.0,72.0,4.0,6.0,64.0,5727147.182,0.3553,,,74.0,1.710134995,113.1376291,6.13094305074,2.69706505908,4.309887104,54.35669603244,3.009777161,5.96401126,24.20631334268,2.88051385069,0.9854150531000001,2.718481562,4.16839062562,25517.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Awdal,Borama,Borama,6000.0,5700.0,3500.0,34976.98,0.62,2020-02-01,724573.0,20.67,0.1,59.09,,7.0,67.0,,1.0,73.0,,,74.0,,,74.0,,2.0,72.0,3.0,6.0,65.0,4538979.723,0.2816,,,74.0,1.7134869787500002,114.1333023,6.13094305074,2.69706505908,4.309887104,55.1706440524,3.0165427302400003,5.98114403,24.31915279667,2.90851029609,0.9854150531000001,2.732120516,4.16839062562,25077.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Awdal,Borama,Borama,5500.0,6250.0,3000.0,35095.38,0.62,2020-03-01,724573.0,23.36,1.86,59.15,,1.0,73.0,,1.0,73.0,,,74.0,,74.0,74.0,2.0,3.0,71.0,3.0,11.0,60.0,4877266.838,0.3026,,6.0,68.0,1.7134869787500002,116.5535432,6.13094305074,2.78792361904,4.309887104,57.176416108679994,3.0384604311600003,6.24949679,24.31915279667,2.94185012689,0.9854150531000001,2.732120516,4.16839062562,25397.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Awdal,Borama,Borama,4623.21,6820.32,2494.47,35604.6,0.62,2020-04-01,64000.0,23.21,7.57,71.19,,12.0,62.0,,1.0,73.0,,,74.0,,74.0,,11.0,19.0,55.0,1.0,48.0,25.0,5696679.22,0.3534,6.0,18.0,50.0,1.7134869787500002,119.8025395,6.13094305074,2.78792361904,4.309887104,59.93051578728,3.0383735361500004,6.605856795,24.31915279667,3.0707547859499997,0.9854150531000001,2.732120516,4.1781094443399995,25979.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Awdal,Borama,Borama,5042.71,7201.71,2738.43,36533.69,0.64,2020-05-01,64000.0,24.04,0.84,66.77,,13.0,61.0,,,74.0,,,74.0,,74.0,,30.0,49.0,25.0,6.0,52.0,22.0,4907381.936,0.3044,,,74.0,1.7134869787500002,121.7588654,6.979754504500001,2.8366318399999995,4.309887104,60.78556334691999,3.0383735361500004,6.605856795,24.52291147023,3.0707547859499997,0.9854150531000001,2.732120516,4.1781094443399995,25932.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Awdal,Borama,Borama,5225.03,7269.71,2831.71,37098.17,0.65,2020-06-01,64000.0,25.27,0.42,54.18,,8.0,66.0,,,74.0,1.0,1.0,74.0,,74.0,,3.0,57.0,14.0,2.0,56.0,16.0,3645037.616,0.2261,,1.0,74.0,1.7134869787500002,122.0429678,6.979754504500001,2.8366318399999995,4.250785908,59.8631205016,3.1830549261700005,6.6551746949999995,25.57192485385,3.09338863323,0.9854150531000001,2.732120516,4.1781094443399995,25903.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Awdal,Borama,Borama,5400.44,7253.95,2878.81,37803.0,0.66,2020-07-01,,24.05,1.75,55.45,2.0,11.0,61.0,,,74.0,,,74.0,,74.0,74.0,3.0,61.0,10.0,1.0,58.0,15.0,3602434.879,0.2235,4.0,1.0,73.0,1.7134869787500002,121.1277043,8.50547575865,2.8366318399999995,4.250785908,56.81916513755999,3.1830549261700005,7.25814525,25.57192485385,3.09338863323,0.9854150531000001,2.732120516,4.1781094443399995,25928.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Awdal,Borama,Borama,5449.74,7140.98,2934.62,38090.31,0.67,2020-08-01,,24.04,1.24,57.65,,17.0,57.0,,,74.0,,,74.0,,74.0,74.0,3.0,63.0,8.0,2.0,57.0,15.0,4032319.173,0.2501,,1.0,74.0,1.7168389625,120.0878421,7.211747128320001,2.8366318399999995,4.250785908,55.395244437399995,3.1925823397800004,7.25814525,27.03227626046,3.2979449866599997,0.9854150531000001,2.732120516,4.1781094443399995,25720.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Awdal,Borama,Borama,5299.77,6963.89,2899.91,38198.78,0.66,2020-09-01,,23.43,6.06,63.8,,17.0,57.0,,,74.0,1.0,2.0,74.0,,74.0,74.0,3.0,62.0,9.0,29.0,59.0,15.0,4323210.685,0.2682,,3.0,71.0,1.7168389625,120.6298225,7.276364736610001,2.8366318399999995,4.250785908,55.640620740719996,3.23005125889,7.25814525,27.146721687270002,3.3336328689,0.9854150531000001,2.732120516,4.22249371843,25801.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Awdal,Borama,Borama,5475.91,7046.77,2916.35,37703.26,0.66,2020-10-01,,21.94,0.07,49.78,,4.0,70.0,,,74.0,,1.0,74.0,74.0,74.0,,4.0,64.0,6.0,42.0,58.0,16.0,3959909.486,0.2457,,,74.0,1.7168389625,120.60528,7.276364736610001,2.8366318399999995,4.343101936,55.35141886932,3.2639322699400006,7.25814525,27.20791257125,3.3678628862899997,0.9854150531000001,2.775161832,4.22249371843,25957.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Awdal,Borama,Borama,5876.4,7037.59,3231.02,37548.45,0.67,2020-11-01,,19.21,1.39,62.67,,5.0,69.0,,,74.0,,,74.0,74.0,,74.0,7.0,64.0,3.0,2.0,57.0,15.0,3857893.693,0.2393,,2.0,72.0,1.7168389625,121.1831633,7.276364736610001,2.8366318399999995,4.3920274280000005,55.94435067224,3.2786916028900004,7.25814525,27.20791257125,3.3532355799699998,0.9854150531000001,2.775161832,4.158387805259999,25853.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Awdal,Borama,Borama,6338.3,7198.55,3477.62,37941.84,0.68,2020-12-01,,18.15,0.27,66.17,,12.0,62.0,,,74.0,2.0,1.0,73.0,74.0,74.0,,9.0,63.0,2.0,2.0,57.0,15.0,3509200.651,0.2177,,,74.0,1.5700756875000002,120.1786386,7.227371203660001,2.8306603052,4.3920274280000005,56.55118370068,3.24257938219,7.063097185,26.29390730296,3.2926420044799998,0.9804576452000001,2.775161832,3.9594749597,26070.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Awdal,Borama,Borama,6207.59,7145.24,3409.92,37941.34,0.68,2021-01-01,724572.0,17.53,0.26,58.18,,16.0,58.0,,,74.0,,2.0,72.0,,74.0,,19.0,53.0,2.0,11.0,48.0,15.0,4286561.176,0.2559,,,74.0,1.570125,118.8,7.291991,2.83668,4.392,54.99938399999999,3.266071,7.103000000000001,26.422867,3.2951919999999997,0.9813,2.6756,3.9611389999999993,26186.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Awdal,Borama,Borama,6392.81,7250.41,3352.58,38417.73,0.69,2021-02-01,724572.0,19.63,0.31,50.47,,12.0,62.0,,,74.0,3.0,7.0,74.0,74.0,,,23.0,49.0,2.0,20.0,39.0,15.0,3561662.822,0.2126,,,74.0,1.6055000000000001,119.88,7.309093000000001,2.87784,4.392,55.17894,3.2994730000000003,7.377,26.706128,3.320122,1.0004000000000002,2.7688,4.040309,25992.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Awdal,Borama,Borama,6380.23,7356.71,3361.98,39398.61,0.7,2021-03-01,724572.0,21.79,0.0,50.6,,12.0,62.0,,,74.0,,3.0,74.0,,74.0,,22.0,50.0,2.0,44.0,17.0,13.0,3458009.017,0.2065,,,74.0,1.6055000000000001,122.47,7.309093000000001,2.87784,4.392,57.002123999999995,3.2994730000000003,7.6815,27.080688000000002,3.375799,1.0190000000000001,2.7688,4.061421,26015.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Awdal,Borama,Borama,6473.77,7415.06,3407.57,40281.12,0.72,2021-04-01,724572.0,23.66,3.39,52.83,,9.0,65.0,,,74.0,,3.0,71.0,74.0,74.0,,26.0,47.0,1.0,47.0,15.0,12.0,2975509.965,0.1776,,1.0,74.0,1.6055000000000001,124.85,7.452448,2.8848399999999996,4.392,58.783872,3.3006450000000007,7.7865,27.237534999999998,3.465824,1.0375,2.7688,4.133805,25922.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Awdal,Borama,Borama,6623.32,7504.01,3426.16,40692.51,0.72,2021-05-01,724572.0,23.68,2.64,61.98,,11.0,63.0,,1.0,74.0,2.0,1.0,71.0,,74.0,,30.0,43.0,1.0,46.0,16.0,12.0,4009000.56,0.2394,,3.0,71.0,1.6055000000000001,126.42,7.8266800000000005,2.8848399999999996,4.392,59.58496799999999,3.3006450000000007,7.9495000000000005,27.473976,3.465824,1.0375,2.7688,4.133805,26020.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Awdal,Borama,Borama,6665.03,7585.23,3488.56,41375.41,0.74,2021-06-01,724572.0,25.19,0.27,52.81,3.0,20.0,51.0,5.0,1.0,74.0,3.0,10.0,61.0,,74.0,,39.0,35.0,1.0,54.0,9.0,11.0,4854697.249,0.2898,,,74.0,1.6055000000000001,125.97,7.8266800000000005,2.8848399999999996,4.392,58.705604,3.3270150000000003,8.058,27.738509,3.481613,1.0375,2.7688,4.146623,26023.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Awdal,Borama,Borama,6612.23,7476.54,3533.81,41438.66,0.73,2021-07-01,,22.86,3.68,59.76,,21.0,53.0,1.0,5.0,74.0,3.0,9.0,62.0,,74.0,,38.0,36.0,,55.0,8.0,11.0,5280233.531,0.3152,,,74.0,1.6055000000000001,126.89,7.8266800000000005,2.8848399999999996,4.392,59.502096,3.3270150000000003,8.058,27.738509,3.481613,1.0375,2.8702,4.167358,26014.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Awdal,Borama,Borama,6603.29,7506.99,3528.2,41617.3,0.74,2021-08-01,,23.86,2.57,57.57,4.0,11.0,59.0,,,74.0,2.0,4.0,68.0,,74.0,,41.0,33.0,,54.0,15.0,5.0,5444556.05,0.3251,,3.0,74.0,1.41375,125.26,8.194373,2.8848399999999996,4.392,58.668772,3.3270150000000003,8.058,26.762311999999998,3.481613,1.0375,2.8702,4.167358,26026.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Awdal,Borama,Borama,6649.29,7661.63,3609.51,41936.77,0.74,2021-09-01,,23.97,3.56,59.99,,8.0,66.0,,,74.0,2.0,1.0,71.0,,74.0,,38.0,36.0,2.0,55.0,12.0,7.0,6126289.848,0.3658,,1.0,74.0,1.3827500000000001,126.17,7.8266800000000005,2.8848399999999996,4.392,59.004864,3.3270150000000003,8.058,27.738509,3.481613,1.0375,2.8702,4.167358,26033.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Awdal,Borama,Borama,6661.24,7737.98,3624.23,42301.64,0.75,2021-10-01,,22.66,0.19,54.03,,7.0,67.0,11.0,1.0,73.0,6.0,20.0,48.0,,74.0,,44.0,30.0,4.0,58.0,11.0,5.0,6324561.435,0.3776,,1.0,73.0,1.3604869325,126.4613726,7.82668841016,2.8849443587999994,4.3920274280000005,59.28218755139999,3.3270553841900004,8.05814623,27.7380646782,3.4861312217899996,1.037529047,2.87014507,4.197966249229999,26057.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Awdal,Borama,Borama,6743.72,7997.57,3705.43,42781.89,0.76,2021-11-01,,20.26,0.35,51.74,,1.0,73.0,4.0,5.0,65.0,12.0,24.0,38.0,,74.0,,49.0,25.0,,67.0,3.0,4.0,6998076.876,0.4178,,2.0,72.0,1.3604869325,127.2735028,7.82668841016,2.8849443587999994,4.3920274280000005,60.09431777403999,3.3270553841900004,8.05814623,27.7380646782,3.4861312217899996,1.037529047,2.87014507,4.197966249229999,26090.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Awdal,Borama,Borama,6875.55,8041.37,3864.53,43614.0,0.78,2021-12-01,,19.14,1.05,63.34,,1.0,73.0,9.0,3.0,62.0,4.0,20.0,50.0,,74.0,,56.0,18.0,,69.0,4.0,1.0,7976197.401,0.4762,,,74.0,1.2479350401250002,126.9899071,7.52730076295,2.8849443587999994,4.3920274280000005,60.73035995968,3.2415347580800002,8.05814623,27.73653277462,3.32970358235,1.03682795,2.675561736,4.1290325683099995,26091.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Awdal,Borama,Borama,6956.28,8271.53,3858.07,43793.74,0.78,2022-01-01,576543.0,19.21,0.4,61.91,5.0,11.0,58.0,8.0,3.0,63.0,1.0,5.0,69.0,,74.0,,69.0,5.0,,71.0,3.0,2.0,11073533.67,0.6385,,,74.0,1.136575031,126.9198506,7.50381252908,2.8849443587999994,4.364501392,61.39635761092,3.2092331078600007,8.05814623,27.612695864470002,3.01795681038,1.01639715,2.675561736,4.04366871467,26069.0,,,,,
Awdal,Borama,Borama,7168.71,8346.0,4115.98,44681.08,0.8,2022-02-01,576543.0,19.98,0.21,57.63,,15.0,59.0,6.0,7.0,61.0,8.0,6.0,68.0,74.0,,,69.0,5.0,,72.0,2.0,1.0,13803526.16,0.7959,,,74.0,1.0808950263750001,127.614781,7.42094553755,2.8849443587999994,4.364501392,62.15775824519999,3.2092331078600007,8.05814623,27.612695864470002,3.01795681038,1.01639715,2.675561736,4.11574552753,25384.0,,,,,
Awdal,Borama,Borama,7350.23,8637.08,4217.34,46120.97,0.82,2022-03-01,576543.0,21.93,0.69,54.29,1.0,15.0,58.0,12.0,6.0,56.0,,3.0,71.0,74.0,74.0,,71.0,3.0,,74.0,,,14124591.62,0.8144,,,74.0,1.0808950263750001,129.9171666,7.42094553755,2.8849443587999994,4.364501392,63.82585365072,3.2092331078600007,8.05814623,28.07096412515,3.05273603013,1.0384717940000001,2.721024916,4.1894503922699995,26027.0,,,,,
Awdal,Borama,Borama,7343.78,8706.19,4324.04,47456.07,0.84,2022-04-01,576543.0,24.73,1.61,53.65,,12.0,62.0,14.0,6.0,54.0,4.0,34.0,36.0,,74.0,74.0,70.0,4.0,,74.0,,,12838449.29,0.7403,,,74.0,1.0808950263750001,132.8982247,8.02570531974,2.8849443587999994,4.364501392,65.79090199183999,3.2092331078600007,8.05814623,28.48221412654,3.05273603013,1.0384717940000001,2.721024916,4.1894503922699995,26492.0,,,,,
Awdal,Borama,Borama,7343.78,8706.19,4324.04,47456.07,0.84,2022-04-01,538209.0,24.73,1.61,53.65,,12.0,62.0,14.0,6.0,54.0,4.0,34.0,36.0,,74.0,74.0,70.0,4.0,,74.0,,,12838449.29,0.7403,,,74.0,1.0808950263750001,132.8982247,8.02570531974,2.8849443587999994,4.364501392,65.79090199183999,3.2092331078600007,8.05814623,28.48221412654,3.05273603013,1.0384717940000001,2.721024916,4.1894503922699995,26492.0,,,,,
Awdal,Borama,Borama,7416.8,8901.02,4357.59,47932.93,0.85,2022-05-01,576543.0,25.93,0.02,44.34,,13.0,61.0,12.0,14.0,48.0,15.0,37.0,22.0,,74.0,74.0,67.0,7.0,,74.0,,,11916350.61,0.6871,,,74.0,1.02525,134.85,7.420759,2.8848399999999996,4.3644,68.364796,3.2092290000000006,8.058,28.520402999999998,3.0528169999999997,1.0385,2.721,4.189601,26382.0,,,,,
Awdal,Borama,Borama,7416.8,8901.02,4357.59,47932.93,0.85,2022-05-01,538209.0,25.93,0.02,44.34,,13.0,61.0,12.0,14.0,48.0,15.0,37.0,22.0,,74.0,74.0,67.0,7.0,,74.0,,,11916350.61,0.6871,,,74.0,1.02525,134.85,7.420759,2.8848399999999996,4.3644,68.364796,3.2092290000000006,8.058,28.520402999999998,3.0528169999999997,1.0385,2.721,4.189601,26382.0,,,,,
Awdal,Borama,Borama,7377.14,8929.53,4428.1,48323.45,0.86,2022-06-01,576543.0,26.13,0.62,46.4,,13.0,61.0,14.0,13.0,47.0,30.0,25.0,19.0,,74.0,74.0,68.0,6.0,,74.0,,,13978651.99,0.806,,,74.0,1.02525,134.77,7.420759,2.8848399999999996,4.3644,68.604204,3.2092290000000006,8.058,28.110727999999998,3.0544789999999997,1.0385,2.8144,4.189601,26988.0,,,,,
Awdal,Borama,Borama,7377.14,8929.53,4428.1,48323.45,0.86,2022-06-01,538209.0,26.13,0.62,46.4,,13.0,61.0,14.0,13.0,47.0,30.0,25.0,19.0,,74.0,74.0,68.0,6.0,,74.0,,,13978651.99,0.806,,,74.0,1.02525,134.77,7.420759,2.8848399999999996,4.3644,68.604204,3.2092290000000006,8.058,28.110727999999998,3.0544789999999997,1.0385,2.8144,4.189601,26988.0,,,,,
Awdal,Borama,Borama,7169.65,9023.61,4470.28,48692.03,0.86,2022-07-01,,23.18,3.74,56.87,3.0,14.0,57.0,14.0,10.0,50.0,26.0,23.0,25.0,,74.0,74.0,66.0,8.0,,74.0,,,15656178.97,0.9027,,1.0,74.0,1.02525,136.71,8.025868000000001,2.8848399999999996,4.3644,69.93476,3.2092290000000006,8.058,28.134138000000004,3.0544789999999997,1.0385,2.8144,4.168488999999999,26976.0,,,,,
Awdal,Borama,Borama,7140.79,9365.48,4570.72,48644.49,0.87,2022-08-01,,22.37,5.18,65.06,2.0,22.0,50.0,13.0,12.0,49.0,24.0,21.0,29.0,,74.0,74.0,68.0,6.0,,74.0,,,16221389.35,0.9353,,4.0,74.0,1.1366250000000002,134.74,7.420759,2.8848399999999996,4.3644,68.46148,3.2092290000000006,8.058,28.134138000000004,3.0544789999999997,1.0385,2.8144,4.168488999999999,26061.0,,,,,
Awdal,Borama,Borama,6722.86,9436.13,4554.17,47392.32,0.85,2022-09-01,,24.38,0.6,56.03,9.0,25.0,40.0,11.0,19.0,44.0,20.0,24.0,30.0,,74.0,74.0,63.0,11.0,1.0,74.0,,,14582255.03,0.8408,,,74.0,1.1366250000000002,135.28,7.448424000000001,2.8848399999999996,4.3644,68.50752,3.2092290000000006,8.058,28.625748,3.0544789999999997,1.0385,2.8144,4.136444,26064.0,,,,,
Awdal,Borama,Borama,6441.98,9456.13,4512.51,46721.11,0.83,2022-10-01,,22.61,0.52,54.58,12.0,16.0,46.0,13.0,16.0,45.0,25.0,21.0,28.0,,74.0,74.0,46.0,28.0,5.0,74.0,1.0,,13529273.07,0.7801,,2.0,72.0,1.34575,135.2,7.467538000000001,2.8848399999999996,4.3644,68.199052,3.2092290000000006,8.058,28.625748,3.0544789999999997,1.0385,2.8144,4.136444,27473.0,,,,,
