adm1_name,adm2_name,mkt_name,c_maize_price,c_rice_price,c_sorghum_price,c_oil_price,c_food_price_index,Date,Population,Climate_Temperature,Climate_Precipitation,Climate_Humidity,Conflict_Critical,Conflict_Heightened,Conflict_Typical,Drought_NDVI_Critical,Drought_NDVI_Heightened,Drought_NDVI_Typical,Drought_rainfall_Critical,Drought_rainfall_Heightened,Drought_rainfall_Typical,Exchange_rates_Critical,Exchange_rates_Heightened,Exchange_rates_Typical,Food_prices_Critical,Food_prices_Heightened,Food_prices_Typical,Fuel_prices_Critical,Fuel_prices_Heightened,Fuel_prices_Typical,GLM_Estimated_population_living_in_areas_at_risk,GLM_Percentage_of_population_living_in_areas_at_risk,Heavy_rainfall_Critical,Heavy_rainfall_Heightened,Heavy_rainfall_Typical,ALCOHOLIC_BEVERAGES_TOBACCO_AND_NARCOTICS,ALL_GROUPS,CLOTHING_AND_FOOTWEAR,COMMUNICATION,EDUCATION,FOOD_AND_NON_ALCOHOLIC_BEVERAGES,FURNISHINGS_HOUSEHOLD_EQUIPMENT_AND_ROUTINE_MAINTENANCE_OF_THE_HOUSE,HEALTH,HOUSING_WATER_ELECTRICITY_GAS_AND_OTHER_FUELS,MISCELLANEOUS_GOODS_AND_SERVICES,RECREATION_AND_CULTURE,RESTAURANTS_AND_HOTELS,TRANSPORT,Exchange_Rate,"GDP_per_capita,_US_Dollars",Government_final_consumption,Gross_fixed_capital_formation,Household_final_consumption,Minus:_Imports_of_goods_and_services
Bari,Bossaso,Bossaso,35000.0,18000.0,34000.0,23030.91,1.37,2018-03-01,,25.23,0.0,69.5,1.0,20.0,53.0,11.0,10.0,53.0,1.0,1.0,73.0,,,74.0,11.0,64.0,10.0,1.0,66.0,7.0,8995807.728,0.6006,,1.0,74.0,1.51946625875,107.3905062,5.0384443137,2.64257349048,4.020930248,51.07663622256,2.9532143841400003,4.950626558,24.91681611304,2.82286544446,1.0127955690000001,2.531218292,3.9049193010099996,23307.0,419.0,495000000.0,868000000.0,8479000000.0,5122000000.0
Bari,Bossaso,Bossaso,35100.0,18200.0,34500.0,20000.0,1.34,2018-04-01,,28.6,0.03,71.31,,25.0,49.0,6.0,7.0,61.0,1.0,1.0,73.0,,,74.0,2.0,65.0,7.0,7.0,60.0,7.0,9523100.976,0.6358,2.0,23.0,49.0,1.3837472750000002,108.7317946,5.031280990100001,2.64115056548,4.015914896,52.49378370208,2.907002837563,4.950626558,24.912191490949997,2.8433225094,1.016119185,2.624551626,3.9121029719199996,23417.0,419.0,495000000.0,868000000.0,8479000000.0,5122000000.0
Bari,Bossaso,Bossaso,34800.0,18000.0,32935.07,20000.0,1.31,2018-05-01,,30.21,0.01,64.48,3.0,25.0,46.0,2.0,6.0,66.0,,1.0,73.0,,,74.0,1.0,55.0,18.0,9.0,57.0,8.0,9494149.932,0.6338,3.0,9.0,62.0,1.43598358625,110.3196992,5.18402681399,2.64115056548,4.015914896,53.770066506999996,2.95011462873,4.9787260485000004,24.91428848852,2.83801949675,1.018126707,2.620539736,3.9527416642999995,23394.0,419.0,495000000.0,868000000.0,8479000000.0,5122000000.0
Bari,Bossaso,Bossaso,33075.6,20000.0,34000.0,26415.23,1.41,2018-06-01,,31.55,0.05,61.41,,33.0,41.0,1.0,3.0,70.0,,1.0,73.0,,,74.0,1.0,25.0,48.0,10.0,19.0,45.0,7772458.971,0.5189,,,74.0,1.3760549675,109.7625924,5.528399320560001,2.64115056548,4.015914896,53.180996677399996,2.9658278876400006,4.9787260485000004,24.647571710079998,2.8365421726499997,1.018126707,2.620539736,3.9527416642999995,23581.0,419.0,495000000.0,868000000.0,8479000000.0,5122000000.0
Bari,Bossaso,Bossaso,30000.0,19300.0,27500.0,33000.0,1.37,2018-07-01,,31.52,0.01,56.26,,21.0,53.0,1.0,2.0,71.0,,1.0,73.0,,,74.0,1.0,11.0,62.0,8.0,7.0,59.0,6114366.114,0.4082,,,74.0,1.4428709725,108.9395172,5.20457197474,2.64115056548,4.015914896,52.677356185639994,2.97943551963,4.952325162000001,24.57128004173,2.86226853103,1.019062002,2.620539736,3.9527416642999995,24418.0,419.0,495000000.0,868000000.0,8479000000.0,5122000000.0
Bari,Bossaso,Bossaso,31535.56,19300.0,29700.37,33000.0,1.41,2018-08-01,730147.0,31.23,0.03,58.28,,16.0,58.0,1.0,2.0,71.0,,,74.0,,,74.0,,11.0,63.0,8.0,7.0,59.0,5018930.868,0.3351,,,74.0,1.4428709725,109.0870703,5.45717725185,2.64115056548,4.015914896,52.825642876559996,3.0558691814500003,4.952325162000001,24.24150744507,2.86226853103,1.019062002,2.620539736,3.9527416642999995,24395.0,419.0,495000000.0,868000000.0,8479000000.0,5122000000.0
Bari,Bossaso,Bossaso,31748.72,19700.0,28000.0,33000.0,1.4,2018-09-01,730147.0,29.69,0.0,65.5,,29.0,45.0,1.0,3.0,70.0,,,74.0,,,74.0,1.0,10.0,64.0,11.0,10.0,53.0,4196122.215,0.2801,,,74.0,1.5361329250000002,110.361435,5.460698216640001,2.64115056548,3.8992950660000005,53.11078240856,3.0656137139200004,5.015482815,25.03936832921,2.93945910721,1.025378435,2.654289736,3.9737837044099997,24437.0,419.0,495000000.0,868000000.0,8479000000.0,5122000000.0
Bari,Bossaso,Bossaso,32000.0,17955.77,32000.0,33000.0,1.43,2018-10-01,730147.0,27.38,0.0,68.65,,28.0,46.0,2.0,3.0,69.0,,1.0,73.0,,,74.0,1.0,14.0,59.0,11.0,41.0,22.0,4224594.876,0.282,,1.0,74.0,1.5882775275,111.6178267,5.45600554353,2.64892211584,4.0245247200000005,53.337687555959995,3.07886775644,5.1387249950000005,25.56786359341,3.01455272137,1.0438082850000001,2.654289736,4.06430217349,24457.0,419.0,495000000.0,868000000.0,8479000000.0,5122000000.0
Bari,Bossaso,Bossaso,31400.0,16000.0,31200.0,32638.76,1.38,2018-11-01,730147.0,25.54,0.0,75.61,,18.0,56.0,2.0,4.0,68.0,,15.0,74.0,,74.0,74.0,1.0,12.0,61.0,11.0,24.0,39.0,3857579.408,0.2575,,,74.0,1.57268712625,111.8485192,5.45011244583,2.6422434455199997,4.017961112,53.787100432239995,3.0643367671800004,5.1387249950000005,25.58171859122,2.94660461029,1.019539636,2.6547509600000003,3.9727390411799997,24464.0,419.0,495000000.0,868000000.0,8479000000.0,5122000000.0
Bari,Bossaso,Bossaso,33000.0,16400.0,31176.62,32486.15,1.41,2018-12-01,730147.0,24.12,0.0,74.43,,29.0,45.0,4.0,1.0,70.0,,2.0,74.0,,,74.0,,13.0,61.0,10.0,17.0,47.0,4323216.43,0.2886,,4.0,70.0,1.554869525,111.1604276,5.476695392230001,2.6422434455199997,4.017961112,53.81526369876,3.0556743481700006,5.1387249950000005,24.72536274211,2.9759598874999997,1.02502246,2.752630612,3.9800193409599998,24468.0,419.0,495000000.0,868000000.0,8479000000.0,5122000000.0
Bari,Bossaso,Bossaso,33000.0,16841.11,31800.0,32319.01,1.42,2019-01-01,,23.66,0.0,72.39,,28.0,46.0,3.0,1.0,70.0,,,74.0,,,74.0,1.0,12.0,62.0,11.0,9.0,54.0,4496009.878,0.2896,,,74.0,1.5960615450000002,109.617661,5.474981927760001,2.6422434455199997,4.017961112,52.31082124852,3.0560837980900004,5.12760282,24.74195848908,2.98262776225,1.025548776,2.6592972780000004,3.9824728041799995,24530.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Bari,Bossaso,Bossaso,30034.31,18000.0,31100.0,33000.0,1.39,2019-02-01,157713.0,24.71,0.0,73.69,,24.0,50.0,3.0,1.0,70.0,,7.0,74.0,,,74.0,,11.0,63.0,5.0,15.0,54.0,4931908.914,0.3177,,,74.0,1.725239155,110.7476481,5.5256586395500005,2.70644559332,4.0616587399999995,51.8628944974,3.0619546390900005,5.91345251,25.099689321,2.98185975482,1.02794082,2.699416166,4.08143825232,24476.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Bari,Bossaso,Bossaso,30584.1,16000.0,30500.0,33564.82,1.38,2019-03-01,157713.0,26.62,0.0,70.81,,19.0,55.0,3.0,1.0,70.0,,,74.0,,,74.0,,6.0,68.0,4.0,13.0,57.0,4643036.35,0.299,,,74.0,1.77423755875,110.7915774,5.605480192430001,2.70644559332,4.278471428,51.58260348384,3.0559573363600006,5.909881225,25.092224059280003,2.9815301497499997,1.023891924,2.699416166,4.08143825232,24467.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Bari,Bossaso,Bossaso,31749.78,16235.43,31098.5,34000.0,1.41,2019-04-01,157713.0,28.33,0.0,69.28,,7.0,67.0,1.0,4.0,69.0,3.0,29.0,42.0,,,74.0,,6.0,68.0,3.0,14.0,57.0,4067831.635,0.262,,,74.0,1.7965095612500002,114.8903218,5.664430539960001,2.70644559332,4.278471428,55.44069563184,3.0559573363600006,5.909881225,25.208813725040002,3.00053864042,1.0233762419999999,2.699416166,4.105785722869999,24472.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Bari,Bossaso,Bossaso,31749.78,16235.43,31098.5,34000.0,1.41,2019-04-01,730147.0,28.33,0.0,69.28,,7.0,67.0,1.0,4.0,69.0,3.0,29.0,42.0,,,74.0,,6.0,68.0,3.0,14.0,57.0,4067831.635,0.262,,,74.0,1.7965095612500002,114.8903218,5.664430539960001,2.70644559332,4.278471428,55.44069563184,3.0559573363600006,5.909881225,25.208813725040002,3.00053864042,1.0233762419999999,2.699416166,4.105785722869999,24472.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Bari,Bossaso,Bossaso,32067.85,15750.0,31503.47,34008.1,1.41,2019-05-01,157713.0,29.97,0.0,66.87,2.0,9.0,63.0,1.0,4.0,69.0,5.0,8.0,66.0,,,74.0,,5.0,69.0,4.0,10.0,60.0,3916001.163,0.2522,,11.0,63.0,1.7965095612500002,116.8103854,6.111437465240001,2.69706505908,4.237182376,57.6179232724,3.0825203911300005,5.925960440000001,24.41756691502,2.9902218003499996,1.023082699,2.771738356,4.13917702757,24663.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Bari,Bossaso,Bossaso,32067.85,15750.0,31503.47,34008.1,1.41,2019-05-01,730147.0,29.97,0.0,66.87,2.0,9.0,63.0,1.0,4.0,69.0,5.0,8.0,66.0,,,74.0,,5.0,69.0,4.0,10.0,60.0,3916001.163,0.2522,,11.0,63.0,1.7965095612500002,116.8103854,6.111437465240001,2.69706505908,4.237182376,57.6179232724,3.0825203911300005,5.925960440000001,24.41756691502,2.9902218003499996,1.023082699,2.771738356,4.13917702757,24663.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Bari,Bossaso,Bossaso,32385.42,16000.0,31500.0,33800.0,1.41,2019-06-01,157713.0,31.52,0.39,63.55,2.0,11.0,61.0,,4.0,70.0,1.0,11.0,62.0,,,74.0,,6.0,68.0,3.0,13.0,58.0,4408635.19,0.2839,3.0,8.0,66.0,1.7409042262500003,117.0093358,6.111437465240001,2.6753054120799997,4.237182376,58.797256564639994,3.0148845348300006,5.925960440000001,23.82192865729,2.9149593934699998,1.011547022,2.6884636719999997,4.069506104299999,25012.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Bari,Bossaso,Bossaso,32385.42,16000.0,31500.0,33800.0,1.41,2019-06-01,730147.0,31.52,0.39,63.55,2.0,11.0,61.0,,4.0,70.0,1.0,11.0,62.0,,,74.0,,6.0,68.0,3.0,13.0,58.0,4408635.19,0.2839,3.0,8.0,66.0,1.7409042262500003,117.0093358,6.111437465240001,2.6753054120799997,4.237182376,58.797256564639994,3.0148845348300006,5.925960440000001,23.82192865729,2.9149593934699998,1.011547022,2.6884636719999997,4.069506104299999,25012.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Bari,Bossaso,Bossaso,31952.78,16644.63,32547.74,34200.0,1.43,2019-07-01,730147.0,32.19,0.0,58.03,1.0,19.0,54.0,1.0,3.0,74.0,5.0,4.0,65.0,,,74.0,,9.0,65.0,4.0,13.0,57.0,4762643.231,0.3067,,,74.0,1.7342243924999998,116.362748,6.06598967989,2.69706505908,4.237182376,57.824174645599996,3.0094265572000003,5.94587961,24.22320524956,2.93091651031,0.9784337734,2.683851438,4.03239874076,25075.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Bari,Bossaso,Bossaso,32175.71,16160.0,33000.0,35550.0,1.45,2019-08-01,730147.0,31.57,0.01,59.46,,18.0,56.0,2.0,4.0,74.0,4.0,4.0,66.0,,,74.0,,6.0,68.0,5.0,14.0,55.0,4276652.681,0.2754,,,74.0,1.80772023125,115.4121572,6.104287551620001,2.69706505908,4.237182376,56.64531759112,3.0094265572000003,5.94587961,24.22320524956,2.93091651031,0.9829412953000001,2.683851438,4.14436378226,25313.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Bari,Bossaso,Bossaso,33488.12,20000.0,33250.0,34862.21,1.51,2019-09-01,730147.0,31.6,0.01,62.57,,12.0,62.0,1.0,1.0,73.0,6.0,5.0,63.0,,,74.0,,6.0,68.0,6.0,10.0,58.0,5518974.493,0.3555,,2.0,72.0,1.83687962,116.0685162,6.066103780410001,2.69706505908,4.237182376,57.42532906667999,3.00926983736,5.94587961,24.18992667042,2.88816049663,0.9730034071,2.717601438,4.0821148693,25414.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Bari,Bossaso,Bossaso,33000.0,18201.85,34000.0,35500.0,1.5,2019-10-01,730147.0,27.74,0.01,68.32,,6.0,68.0,1.0,1.0,73.0,4.0,2.0,68.0,,74.0,,,1.0,73.0,11.0,3.0,60.0,7847804.798,0.5055,9.0,28.0,37.0,1.7769510000000002,116.247411,6.070145179180001,2.69706505908,4.309887104,57.41375695871999,3.0095217060200006,5.94587961,24.18992667042,2.90922386194,0.9845059622,2.772157256,4.16839062562,25701.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Bari,Bossaso,Bossaso,34000.0,18000.0,34000.0,34000.0,1.49,2019-11-01,730147.0,26.51,0.0,72.97,,7.0,67.0,1.0,,73.0,2.0,3.0,69.0,,74.0,74.0,1.0,1.0,73.0,5.0,7.0,62.0,9575058.55,0.6167,2.0,26.0,46.0,1.7769510000000002,116.1048199,6.070145179180001,2.69706505908,4.309887104,57.34219468472,3.0095217060200006,5.94587961,24.17303478695,2.90922386194,0.9845059622,2.718020338,4.16839062562,25773.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Bari,Bossaso,Bossaso,32304.24,18000.0,34000.0,34000.0,1.47,2019-12-01,730147.0,24.87,0.01,76.42,,13.0,61.0,,1.0,73.0,2.0,,72.0,,74.0,74.0,1.0,1.0,73.0,3.0,7.0,64.0,8467954.357,0.5454,2.0,4.0,68.0,1.7769510000000002,114.6355956,6.070145179180001,2.69706505908,4.309887104,55.859120273239995,3.0101277677300007,5.956748325,24.17303478695,2.9115991978799998,0.9845059622,2.718020338,4.16839062562,25882.0,451.0,529000000.0,917000000.0,9330000000.0,5423000000.0
Bari,Bossaso,Bossaso,31000.0,17800.0,34220.1,34430.0,1.46,2020-01-01,712934.0,23.99,0.0,73.35,,7.0,67.0,,1.0,73.0,,2.0,72.0,,74.0,74.0,,2.0,72.0,4.0,6.0,64.0,5727147.182,0.3553,,,74.0,1.710134995,113.1376291,6.13094305074,2.69706505908,4.309887104,54.35669603244,3.009777161,5.96401126,24.20631334268,2.88051385069,0.9854150531000001,2.718481562,4.16839062562,25517.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Bari,Bossaso,Bossaso,31000.0,18750.0,34000.0,34600.0,1.47,2020-02-01,712934.0,23.88,0.0,73.76,,7.0,67.0,,1.0,73.0,,,74.0,,,74.0,,2.0,72.0,3.0,6.0,65.0,4538979.723,0.2816,,,74.0,1.7134869787500002,114.1333023,6.13094305074,2.69706505908,4.309887104,55.1706440524,3.0165427302400003,5.98114403,24.31915279667,2.90851029609,0.9854150531000001,2.732120516,4.16839062562,25077.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Bari,Bossaso,Bossaso,31940.19,18850.0,34500.0,36726.14,1.52,2020-03-01,712934.0,26.27,0.0,74.06,,1.0,73.0,,1.0,73.0,,,74.0,,74.0,74.0,2.0,3.0,71.0,3.0,11.0,60.0,4877266.838,0.3026,,6.0,68.0,1.7134869787500002,116.5535432,6.13094305074,2.78792361904,4.309887104,57.176416108679994,3.0384604311600003,6.24949679,24.31915279667,2.94185012689,0.9854150531000001,2.732120516,4.16839062562,25397.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Bari,Bossaso,Bossaso,32669.82,20059.0,36000.0,39701.45,1.6,2020-04-01,72000.0,28.82,0.08,70.5,,12.0,62.0,,1.0,73.0,,,74.0,,74.0,,11.0,19.0,55.0,1.0,48.0,25.0,5696679.22,0.3534,6.0,18.0,50.0,1.7134869787500002,119.8025395,6.13094305074,2.78792361904,4.309887104,59.93051578728,3.0383735361500004,6.605856795,24.31915279667,3.0707547859499997,0.9854150531000001,2.732120516,4.1781094443399995,25979.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Bari,Bossaso,Bossaso,34091.94,21550.0,35500.0,39500.0,1.62,2020-05-01,72000.0,30.81,0.15,67.3,,13.0,61.0,,,74.0,,,74.0,,74.0,,30.0,49.0,25.0,6.0,52.0,22.0,4907381.936,0.3044,,,74.0,1.7134869787500002,121.7588654,6.979754504500001,2.8366318399999995,4.309887104,60.78556334691999,3.0383735361500004,6.605856795,24.52291147023,3.0707547859499997,0.9854150531000001,2.732120516,4.1781094443399995,25932.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Bari,Bossaso,Bossaso,35341.35,21635.0,34700.0,46000.0,1.71,2020-06-01,72000.0,32.22,0.07,61.58,,8.0,66.0,,,74.0,1.0,1.0,74.0,,74.0,,3.0,57.0,14.0,2.0,56.0,16.0,3645037.616,0.2261,,1.0,74.0,1.7134869787500002,122.0429678,6.979754504500001,2.8366318399999995,4.250785908,59.8631205016,3.1830549261700005,6.6551746949999995,25.57192485385,3.09338863323,0.9854150531000001,2.732120516,4.1781094443399995,25903.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Bari,Bossaso,Bossaso,38311.63,21414.23,34500.0,46000.0,1.74,2020-07-01,,31.63,0.02,59.4,2.0,11.0,61.0,,,74.0,,,74.0,,74.0,74.0,3.0,61.0,10.0,1.0,58.0,15.0,3602434.879,0.2235,4.0,1.0,73.0,1.7134869787500002,121.1277043,8.50547575865,2.8366318399999995,4.250785908,56.81916513755999,3.1830549261700005,7.25814525,25.57192485385,3.09338863323,0.9854150531000001,2.732120516,4.1781094443399995,25928.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Bari,Bossaso,Bossaso,40000.0,22338.68,34677.41,46000.0,1.78,2020-08-01,,31.11,0.0,61.56,,17.0,57.0,,,74.0,,,74.0,,74.0,74.0,3.0,63.0,8.0,2.0,57.0,15.0,4032319.173,0.2501,,1.0,74.0,1.7168389625,120.0878421,7.211747128320001,2.8366318399999995,4.250785908,55.395244437399995,3.1925823397800004,7.25814525,27.03227626046,3.2979449866599997,0.9854150531000001,2.732120516,4.1781094443399995,25720.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Bari,Bossaso,Bossaso,40000.0,22107.78,35605.0,46000.0,1.79,2020-09-01,,30.53,2.74,66.91,,17.0,57.0,,,74.0,1.0,2.0,74.0,,74.0,74.0,3.0,62.0,9.0,29.0,59.0,15.0,4323210.685,0.2682,,3.0,71.0,1.7168389625,120.6298225,7.276364736610001,2.8366318399999995,4.250785908,55.640620740719996,3.23005125889,7.25814525,27.146721687270002,3.3336328689,0.9854150531000001,2.732120516,4.22249371843,25801.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Bari,Bossaso,Bossaso,40000.0,23218.0,36206.25,46000.0,1.81,2020-10-01,,27.93,0.0,62.35,,4.0,70.0,,,74.0,,1.0,74.0,74.0,74.0,,4.0,64.0,6.0,42.0,58.0,16.0,3959909.486,0.2457,,,74.0,1.7168389625,120.60528,7.276364736610001,2.8366318399999995,4.343101936,55.35141886932,3.2639322699400006,7.25814525,27.20791257125,3.3678628862899997,0.9854150531000001,2.775161832,4.22249371843,25957.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Bari,Bossaso,Bossaso,39948.28,23000.0,34843.5,46034.48,1.79,2020-11-01,,25.42,0.0,73.61,,5.0,69.0,,,74.0,,,74.0,74.0,,74.0,7.0,64.0,3.0,2.0,57.0,15.0,3857893.693,0.2393,,2.0,72.0,1.7168389625,121.1831633,7.276364736610001,2.8366318399999995,4.3920274280000005,55.94435067224,3.2786916028900004,7.25814525,27.20791257125,3.3532355799699998,0.9854150531000001,2.775161832,4.158387805259999,25853.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Bari,Bossaso,Bossaso,39497.91,23000.0,32847.64,46912.28,1.77,2020-12-01,,24.2,0.0,73.24,,12.0,62.0,,,74.0,2.0,1.0,73.0,74.0,74.0,,9.0,63.0,2.0,2.0,57.0,15.0,3509200.651,0.2177,,,74.0,1.5700756875000002,120.1786386,7.227371203660001,2.8306603052,4.3920274280000005,56.55118370068,3.24257938219,7.063097185,26.29390730296,3.2926420044799998,0.9804576452000001,2.775161832,3.9594749597,26070.0,466.0,595000000.0,939000000.0,9989000000.0,5818000000.0
Bari,Bossaso,Bossaso,38984.03,21800.0,34960.19,48593.99,1.79,2021-01-01,712934.0,22.85,0.0,73.03,,16.0,58.0,,,74.0,,2.0,72.0,,74.0,,19.0,53.0,2.0,11.0,48.0,15.0,4286561.176,0.2559,,,74.0,1.570125,118.8,7.291991,2.83668,4.392,54.99938399999999,3.266071,7.103000000000001,26.422867,3.2951919999999997,0.9813,2.6756,3.9611389999999993,26186.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Bari,Bossaso,Bossaso,38500.0,23000.0,36000.0,47000.0,1.8,2021-02-01,712934.0,23.46,0.0,71.71,,12.0,62.0,,,74.0,3.0,7.0,74.0,74.0,,,23.0,49.0,2.0,20.0,39.0,15.0,3561662.822,0.2126,,,74.0,1.6055000000000001,119.88,7.309093000000001,2.87784,4.392,55.17894,3.2994730000000003,7.377,26.706128,3.320122,1.0004000000000002,2.7688,4.040309,25992.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Bari,Bossaso,Bossaso,38500.0,24000.0,36000.0,51161.29,1.86,2021-03-01,712934.0,25.61,0.0,67.53,,12.0,62.0,,,74.0,,3.0,74.0,,74.0,,22.0,50.0,2.0,44.0,17.0,13.0,3458009.017,0.2065,,,74.0,1.6055000000000001,122.47,7.309093000000001,2.87784,4.392,57.002123999999995,3.2994730000000003,7.6815,27.080688000000002,3.375799,1.0190000000000001,2.7688,4.061421,26015.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Bari,Bossaso,Bossaso,38500.0,24000.0,36000.0,61965.77,2.0,2021-04-01,712934.0,27.69,0.0,68.24,,9.0,65.0,,,74.0,,3.0,71.0,74.0,74.0,,26.0,47.0,1.0,47.0,15.0,12.0,2975509.965,0.1776,,1.0,74.0,1.6055000000000001,124.85,7.452448,2.8848399999999996,4.392,58.783872,3.3006450000000007,7.7865,27.237534999999998,3.465824,1.0375,2.7688,4.133805,25922.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Bari,Bossaso,Bossaso,38533.68,24000.0,36003.82,61620.69,1.99,2021-05-01,712934.0,30.14,3.78,66.92,,11.0,63.0,,1.0,74.0,2.0,1.0,71.0,,74.0,,30.0,43.0,1.0,46.0,16.0,12.0,4009000.56,0.2394,,3.0,71.0,1.6055000000000001,126.42,7.8266800000000005,2.8848399999999996,4.392,59.58496799999999,3.3006450000000007,7.9495000000000005,27.473976,3.465824,1.0375,2.7688,4.133805,26020.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Bari,Bossaso,Bossaso,38510.0,24000.0,36000.0,64869.52,2.03,2021-06-01,712934.0,30.97,0.0,64.19,3.0,20.0,51.0,5.0,1.0,74.0,3.0,10.0,61.0,,74.0,,39.0,35.0,1.0,54.0,9.0,11.0,4854697.249,0.2898,,,74.0,1.6055000000000001,125.97,7.8266800000000005,2.8848399999999996,4.392,58.705604,3.3270150000000003,8.058,27.738509,3.481613,1.0375,2.7688,4.146623,26023.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Bari,Bossaso,Bossaso,38600.0,24000.0,36090.52,68288.61,2.08,2021-07-01,,30.54,0.0,59.76,,21.0,53.0,1.0,5.0,74.0,3.0,9.0,62.0,,74.0,,38.0,36.0,,55.0,8.0,11.0,5280233.531,0.3152,,,74.0,1.6055000000000001,126.89,7.8266800000000005,2.8848399999999996,4.392,59.502096,3.3270150000000003,8.058,27.738509,3.481613,1.0375,2.8702,4.167358,26014.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Bari,Bossaso,Bossaso,38500.0,24000.0,35800.0,71000.0,2.11,2021-08-01,,31.2,0.0,60.63,4.0,11.0,59.0,,,74.0,2.0,4.0,68.0,,74.0,,41.0,33.0,,54.0,15.0,5.0,5444556.05,0.3251,,3.0,74.0,1.41375,125.26,8.194373,2.8848399999999996,4.392,58.668772,3.3270150000000003,8.058,26.762311999999998,3.481613,1.0375,2.8702,4.167358,26026.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Bari,Bossaso,Bossaso,39000.0,25563.13,36500.0,78000.0,2.23,2021-09-01,,31.69,0.0,61.29,,8.0,66.0,,,74.0,2.0,1.0,71.0,,74.0,,38.0,36.0,2.0,55.0,12.0,7.0,6126289.848,0.3658,,1.0,74.0,1.3827500000000001,126.17,7.8266800000000005,2.8848399999999996,4.392,59.004864,3.3270150000000003,8.058,27.738509,3.481613,1.0375,2.8702,4.167358,26033.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Bari,Bossaso,Bossaso,39000.0,26177.42,36951.61,79129.03,2.25,2021-10-01,,29.04,0.0,64.24,,7.0,67.0,11.0,1.0,73.0,6.0,20.0,48.0,,74.0,,44.0,30.0,4.0,58.0,11.0,5.0,6324561.435,0.3776,,1.0,73.0,1.3604869325,126.4613726,7.82668841016,2.8849443587999994,4.3920274280000005,59.28218755139999,3.3270553841900004,8.05814623,27.7380646782,3.4861312217899996,1.037529047,2.87014507,4.197966249229999,26057.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Bari,Bossaso,Bossaso,39466.67,28466.67,40223.43,80696.46,2.35,2021-11-01,,25.71,0.01,69.7,,1.0,73.0,4.0,5.0,65.0,12.0,24.0,38.0,,74.0,,49.0,25.0,,67.0,3.0,4.0,6998076.876,0.4178,,2.0,72.0,1.3604869325,127.2735028,7.82668841016,2.8849443587999994,4.3920274280000005,60.09431777403999,3.3270553841900004,8.05814623,27.7380646782,3.4861312217899996,1.037529047,2.87014507,4.197966249229999,26090.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Bari,Bossaso,Bossaso,43027.1,28000.0,45000.0,81623.21,2.46,2021-12-01,,24.45,0.0,72.2,,1.0,73.0,9.0,3.0,62.0,4.0,20.0,50.0,,74.0,,56.0,18.0,,69.0,4.0,1.0,7976197.401,0.4762,,,74.0,1.2479350401250002,126.9899071,7.52730076295,2.8849443587999994,4.3920274280000005,60.73035995968,3.2415347580800002,8.05814623,27.73653277462,3.32970358235,1.03682795,2.675561736,4.1290325683099995,26091.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
