indicator,base-per,Unit,Date,Value
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2021M11,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2021M12,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2022M1,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2022M2,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2022M3,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2022M4,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2022M5,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2022M6,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2022M7,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2022M8,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2022M9,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2022M10,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2022M11,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2022M12,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2023M1,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2023M2,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2023M3,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2023M4,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2023M5,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2023M6,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2023M7,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2023M8,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2023M9,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2023M10,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2023M11,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2023M12,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2024M1,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2024M2,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2024M3,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2024M4,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2024M5,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2024M6,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2024M7,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2024M8,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2024M9,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2024M10,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2024M11,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2024M12,2.93
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2014M12,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2015M1,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2015M2,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2015M3,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2015M4,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2015M5,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2015M6,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2015M7,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2015M8,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2015M9,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2015M10,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2015M11,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2015M12,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2016M1,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2016M2,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2016M3,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2016M4,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2016M5,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2016M6,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2016M7,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2016M8,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2016M9,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2016M10,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2016M11,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2016M12,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2017M1,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2017M2,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2017M3,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2017M4,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2017M5,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2017M6,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2017M7,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2017M8,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2017M9,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2017M10,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2017M11,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2017M12,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2018M1,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2018M2,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2018M3,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2018M4,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2018M5,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2018M6,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2018M7,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2018M8,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2018M9,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2018M10,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2018M11,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2018M12,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2019M1,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2019M2,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2019M3,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2019M4,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2019M5,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2019M6,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2019M7,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2019M8,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2019M9,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2019M10,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2019M11,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2019M12,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2020M1,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2020M2,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2020M3,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2020M4,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2020M5,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2020M6,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2020M7,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2020M8,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2020M9,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2020M10,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2020M11,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2020M12,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2021M1,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2021M2,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2021M3,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2021M4,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2021M5,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2021M6,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2021M7,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2021M8,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2021M9,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2021M10,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2021M11,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2021M12,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2022M1,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2022M2,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2022M3,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2022M4,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2022M5,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2022M6,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2022M7,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2022M8,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2022M9,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2022M10,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2022M11,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2022M12,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2023M1,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2023M2,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2023M3,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2023M4,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2023M5,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2023M6,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2023M7,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2023M8,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2023M9,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2023M10,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2023M11,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2023M12,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2024M1,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2024M2,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2024M3,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2024M4,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2024M5,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2024M6,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2024M7,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2024M8,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2024M9,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2024M10,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2024M11,23.41
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS, weights",Not Applicable,Weight,2024M12,23.41
"HEALTH, weights",Not Applicable,Weight,2014M12,5
"HEALTH, weights",Not Applicable,Weight,2015M1,5
"HEALTH, weights",Not Applicable,Weight,2015M2,5
"HEALTH, weights",Not Applicable,Weight,2015M3,5
"HEALTH, weights",Not Applicable,Weight,2015M4,5
"HEALTH, weights",Not Applicable,Weight,2015M5,5
"HEALTH, weights",Not Applicable,Weight,2015M6,5
"HEALTH, weights",Not Applicable,Weight,2015M7,5
"HEALTH, weights",Not Applicable,Weight,2015M8,5
"HEALTH, weights",Not Applicable,Weight,2015M9,5
"HEALTH, weights",Not Applicable,Weight,2015M10,5
"HEALTH, weights",Not Applicable,Weight,2015M11,5
"HEALTH, weights",Not Applicable,Weight,2015M12,5
"HEALTH, weights",Not Applicable,Weight,2016M1,5
"HEALTH, weights",Not Applicable,Weight,2016M2,5
"HEALTH, weights",Not Applicable,Weight,2016M3,5
"HEALTH, weights",Not Applicable,Weight,2016M4,5
"HEALTH, weights",Not Applicable,Weight,2016M5,5
"HEALTH, weights",Not Applicable,Weight,2016M6,5
"HEALTH, weights",Not Applicable,Weight,2016M7,5
"HEALTH, weights",Not Applicable,Weight,2016M8,5
"HEALTH, weights",Not Applicable,Weight,2016M9,5
"HEALTH, weights",Not Applicable,Weight,2016M10,5
"HEALTH, weights",Not Applicable,Weight,2016M11,5
"HEALTH, weights",Not Applicable,Weight,2016M12,5
"HEALTH, weights",Not Applicable,Weight,2017M1,5
"HEALTH, weights",Not Applicable,Weight,2017M2,5
"HEALTH, weights",Not Applicable,Weight,2017M3,5
"HEALTH, weights",Not Applicable,Weight,2017M4,5
"HEALTH, weights",Not Applicable,Weight,2017M5,5
"HEALTH, weights",Not Applicable,Weight,2017M6,5
"HEALTH, weights",Not Applicable,Weight,2017M7,5
"HEALTH, weights",Not Applicable,Weight,2017M8,5
"HEALTH, weights",Not Applicable,Weight,2017M9,5
"HEALTH, weights",Not Applicable,Weight,2017M10,5
"HEALTH, weights",Not Applicable,Weight,2017M11,5
"HEALTH, weights",Not Applicable,Weight,2017M12,5
"HEALTH, weights",Not Applicable,Weight,2018M1,5
"HEALTH, weights",Not Applicable,Weight,2018M2,5
"HEALTH, weights",Not Applicable,Weight,2018M3,5
"HEALTH, weights",Not Applicable,Weight,2018M4,5
"HEALTH, weights",Not Applicable,Weight,2018M5,5
"HEALTH, weights",Not Applicable,Weight,2018M6,5
"HEALTH, weights",Not Applicable,Weight,2018M7,5
"HEALTH, weights",Not Applicable,Weight,2018M8,5
"HEALTH, weights",Not Applicable,Weight,2018M9,5
"HEALTH, weights",Not Applicable,Weight,2018M10,5
"HEALTH, weights",Not Applicable,Weight,2018M11,5
"HEALTH, weights",Not Applicable,Weight,2018M12,5
"HEALTH, weights",Not Applicable,Weight,2019M1,5
"HEALTH, weights",Not Applicable,Weight,2019M2,5
"HEALTH, weights",Not Applicable,Weight,2019M3,5
"HEALTH, weights",Not Applicable,Weight,2019M4,5
"HEALTH, weights",Not Applicable,Weight,2019M5,5
"HEALTH, weights",Not Applicable,Weight,2019M6,5
"HEALTH, weights",Not Applicable,Weight,2019M7,5
"HEALTH, weights",Not Applicable,Weight,2019M8,5
"HEALTH, weights",Not Applicable,Weight,2019M9,5
"HEALTH, weights",Not Applicable,Weight,2019M10,5
"HEALTH, weights",Not Applicable,Weight,2019M11,5
"HEALTH, weights",Not Applicable,Weight,2019M12,5
"HEALTH, weights",Not Applicable,Weight,2020M1,5
"HEALTH, weights",Not Applicable,Weight,2020M2,5
"HEALTH, weights",Not Applicable,Weight,2020M3,5
"HEALTH, weights",Not Applicable,Weight,2020M4,5
"HEALTH, weights",Not Applicable,Weight,2020M5,5
"HEALTH, weights",Not Applicable,Weight,2020M6,5
"HEALTH, weights",Not Applicable,Weight,2020M7,5
"HEALTH, weights",Not Applicable,Weight,2020M8,5
"HEALTH, weights",Not Applicable,Weight,2020M9,5
"HEALTH, weights",Not Applicable,Weight,2020M10,5
"HEALTH, weights",Not Applicable,Weight,2020M11,5
"HEALTH, weights",Not Applicable,Weight,2020M12,5
"HEALTH, weights",Not Applicable,Weight,2021M1,5
"HEALTH, weights",Not Applicable,Weight,2021M2,5
"HEALTH, weights",Not Applicable,Weight,2021M3,5
"HEALTH, weights",Not Applicable,Weight,2021M4,5
"HEALTH, weights",Not Applicable,Weight,2021M5,5
"HEALTH, weights",Not Applicable,Weight,2021M6,5
"HEALTH, weights",Not Applicable,Weight,2021M7,5
"HEALTH, weights",Not Applicable,Weight,2021M8,5
"HEALTH, weights",Not Applicable,Weight,2021M9,5
"HEALTH, weights",Not Applicable,Weight,2021M10,5
"HEALTH, weights",Not Applicable,Weight,2021M11,5
"HEALTH, weights",Not Applicable,Weight,2021M12,5
"HEALTH, weights",Not Applicable,Weight,2022M1,5
"HEALTH, weights",Not Applicable,Weight,2022M2,5
"HEALTH, weights",Not Applicable,Weight,2022M3,5
"HEALTH, weights",Not Applicable,Weight,2022M4,5
"HEALTH, weights",Not Applicable,Weight,2022M5,5
"HEALTH, weights",Not Applicable,Weight,2022M6,5
"HEALTH, weights",Not Applicable,Weight,2022M7,5
"HEALTH, weights",Not Applicable,Weight,2022M8,5
"HEALTH, weights",Not Applicable,Weight,2022M9,5
"HEALTH, weights",Not Applicable,Weight,2022M10,5
"HEALTH, weights",Not Applicable,Weight,2022M11,5
"HEALTH, weights",Not Applicable,Weight,2022M12,5
"HEALTH, weights",Not Applicable,Weight,2023M1,5
"HEALTH, weights",Not Applicable,Weight,2023M2,5
"HEALTH, weights",Not Applicable,Weight,2023M3,5
"HEALTH, weights",Not Applicable,Weight,2023M4,5
"HEALTH, weights",Not Applicable,Weight,2023M5,5
"HEALTH, weights",Not Applicable,Weight,2023M6,5
"HEALTH, weights",Not Applicable,Weight,2023M7,5
"HEALTH, weights",Not Applicable,Weight,2023M8,5
"HEALTH, weights",Not Applicable,Weight,2023M9,5
"HEALTH, weights",Not Applicable,Weight,2023M10,5
"HEALTH, weights",Not Applicable,Weight,2023M11,5
"HEALTH, weights",Not Applicable,Weight,2023M12,5
"HEALTH, weights",Not Applicable,Weight,2024M1,5
"HEALTH, weights",Not Applicable,Weight,2024M2,5
"HEALTH, weights",Not Applicable,Weight,2024M3,5
"HEALTH, weights",Not Applicable,Weight,2024M4,5
"HEALTH, weights",Not Applicable,Weight,2024M5,5
"HEALTH, weights",Not Applicable,Weight,2024M6,5
"HEALTH, weights",Not Applicable,Weight,2024M7,5
"HEALTH, weights",Not Applicable,Weight,2024M8,5
"HEALTH, weights",Not Applicable,Weight,2024M9,5
"HEALTH, weights",Not Applicable,Weight,2024M10,5
"HEALTH, weights",Not Applicable,Weight,2024M11,5
"HEALTH, weights",Not Applicable,Weight,2024M12,5
"TRANSPORT, weights",Not Applicable,Weight,2014M12,3.77
"TRANSPORT, weights",Not Applicable,Weight,2015M1,3.77
"TRANSPORT, weights",Not Applicable,Weight,2015M2,3.77
"TRANSPORT, weights",Not Applicable,Weight,2015M3,3.77
"TRANSPORT, weights",Not Applicable,Weight,2015M4,3.77
"TRANSPORT, weights",Not Applicable,Weight,2015M5,3.77
"TRANSPORT, weights",Not Applicable,Weight,2015M6,3.77
"TRANSPORT, weights",Not Applicable,Weight,2015M7,3.77
"TRANSPORT, weights",Not Applicable,Weight,2015M8,3.77
"TRANSPORT, weights",Not Applicable,Weight,2015M9,3.77
"TRANSPORT, weights",Not Applicable,Weight,2015M10,3.77
"TRANSPORT, weights",Not Applicable,Weight,2015M11,3.77
"TRANSPORT, weights",Not Applicable,Weight,2015M12,3.77
"TRANSPORT, weights",Not Applicable,Weight,2016M1,3.77
"TRANSPORT, weights",Not Applicable,Weight,2016M2,3.77
"TRANSPORT, weights",Not Applicable,Weight,2016M3,3.77
"TRANSPORT, weights",Not Applicable,Weight,2016M4,3.77
"TRANSPORT, weights",Not Applicable,Weight,2016M5,3.77
"TRANSPORT, weights",Not Applicable,Weight,2016M6,3.77
"TRANSPORT, weights",Not Applicable,Weight,2016M7,3.77
"TRANSPORT, weights",Not Applicable,Weight,2016M8,3.77
"TRANSPORT, weights",Not Applicable,Weight,2016M9,3.77
"TRANSPORT, weights",Not Applicable,Weight,2016M10,3.77
"TRANSPORT, weights",Not Applicable,Weight,2016M11,3.77
"TRANSPORT, weights",Not Applicable,Weight,2016M12,3.77
