indicator,base-per,Unit,Date,Value
"EDUCATION, weights",Not Applicable,Weight,2022M8,4
"EDUCATION, weights",Not Applicable,Weight,2022M9,4
"EDUCATION, weights",Not Applicable,Weight,2022M10,4
"EDUCATION, weights",Not Applicable,Weight,2022M11,4
"EDUCATION, weights",Not Applicable,Weight,2022M12,4
"EDUCATION, weights",Not Applicable,Weight,2023M1,4
"EDUCATION, weights",Not Applicable,Weight,2023M2,4
"EDUCATION, weights",Not Applicable,Weight,2023M3,4
"EDUCATION, weights",Not Applicable,Weight,2023M4,4
"EDUCATION, weights",Not Applicable,Weight,2023M5,4
"EDUCATION, weights",Not Applicable,Weight,2023M6,4
"EDUCATION, weights",Not Applicable,Weight,2023M7,4
"EDUCATION, weights",Not Applicable,Weight,2023M8,4
"EDUCATION, weights",Not Applicable,Weight,2023M9,4
"EDUCATION, weights",Not Applicable,Weight,2023M10,4
"EDUCATION, weights",Not Applicable,Weight,2023M11,4
"EDUCATION, weights",Not Applicable,Weight,2023M12,4
"EDUCATION, weights",Not Applicable,Weight,2024M1,4
"EDUCATION, weights",Not Applicable,Weight,2024M2,4
"EDUCATION, weights",Not Applicable,Weight,2024M3,4
"EDUCATION, weights",Not Applicable,Weight,2024M4,4
"EDUCATION, weights",Not Applicable,Weight,2024M5,4
"EDUCATION, weights",Not Applicable,Weight,2024M6,4
"EDUCATION, weights",Not Applicable,Weight,2024M7,4
"EDUCATION, weights",Not Applicable,Weight,2024M8,4
"EDUCATION, weights",Not Applicable,Weight,2024M9,4
"EDUCATION, weights",Not Applicable,Weight,2024M10,4
"EDUCATION, weights",Not Applicable,Weight,2024M11,4
"EDUCATION, weights",Not Applicable,Weight,2024M12,4
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2014M12,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2015M1,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2015M2,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2015M3,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2015M4,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2015M5,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2015M6,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2015M7,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2015M8,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2015M9,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2015M10,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2015M11,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2015M12,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2016M1,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2016M2,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2016M3,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2016M4,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2016M5,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2016M6,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2016M7,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2016M8,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2016M9,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2016M10,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2016M11,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2016M12,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2017M1,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2017M2,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2017M3,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2017M4,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2017M5,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2017M6,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2017M7,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2017M8,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2017M9,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2017M10,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2017M11,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2017M12,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2018M1,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2018M2,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2018M3,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2018M4,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2018M5,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2018M6,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2018M7,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2018M8,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2018M9,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2018M10,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2018M11,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2018M12,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2019M1,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2019M2,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2019M3,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2019M4,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2019M5,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2019M6,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2019M7,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2019M8,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2019M9,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2019M10,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2019M11,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2019M12,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2020M1,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2020M2,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2020M3,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2020M4,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2020M5,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2020M6,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2020M7,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2020M8,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2020M9,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2020M10,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2020M11,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2020M12,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2021M1,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2021M2,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2021M3,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2021M4,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2021M5,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2021M6,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2021M7,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2021M8,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2021M9,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2021M10,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2021M11,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2021M12,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2022M1,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2022M2,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2022M3,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2022M4,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2022M5,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2022M6,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2022M7,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2022M8,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2022M9,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2022M10,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2022M11,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2022M12,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2023M1,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2023M2,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2023M3,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2023M4,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2023M5,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2023M6,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2023M7,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2023M8,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2023M9,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2023M10,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2023M11,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2023M12,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2024M1,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2024M2,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2024M3,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2024M4,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2024M5,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2024M6,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2024M7,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2024M8,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2024M9,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2024M10,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2024M11,2
"RESTAURANTS AND HOTELS, weights",Not Applicable,Weight,2024M12,2
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2014M12,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2015M1,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2015M2,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2015M3,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2015M4,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2015M5,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2015M6,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2015M7,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2015M8,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2015M9,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2015M10,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2015M11,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2015M12,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2016M1,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2016M2,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2016M3,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2016M4,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2016M5,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2016M6,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2016M7,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2016M8,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2016M9,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2016M10,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2016M11,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2016M12,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2017M1,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2017M2,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2017M3,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2017M4,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2017M5,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2017M6,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2017M7,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2017M8,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2017M9,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2017M10,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2017M11,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2017M12,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2018M1,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2018M2,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2018M3,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2018M4,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2018M5,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2018M6,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2018M7,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2018M8,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2018M9,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2018M10,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2018M11,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2018M12,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2019M1,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2019M2,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2019M3,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2019M4,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2019M5,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2019M6,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2019M7,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2019M8,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2019M9,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2019M10,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2019M11,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2019M12,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2020M1,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2020M2,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2020M3,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2020M4,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2020M5,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2020M6,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2020M7,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2020M8,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2020M9,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2020M10,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2020M11,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2020M12,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2021M1,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2021M2,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2021M3,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2021M4,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2021M5,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2021M6,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2021M7,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2021M8,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2021M9,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2021M10,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2021M11,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2021M12,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2022M1,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2022M2,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2022M3,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2022M4,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2022M5,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2022M6,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2022M7,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2022M8,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2022M9,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2022M10,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2022M11,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2022M12,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2023M1,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2023M2,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2023M3,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2023M4,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2023M5,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2023M6,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2023M7,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2023M8,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2023M9,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2023M10,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2023M11,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2023M12,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2024M1,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2024M2,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2024M3,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2024M4,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2024M5,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2024M6,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2024M7,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2024M8,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2024M9,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2024M10,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2024M11,2.77
"MISCELLANEOUS GOODS AND SERVICES, weights",Not Applicable,Weight,2024M12,2.77
